,m1,m2,n,BIC,$\delta_0$,$\delta_1$,$\delta_2$,Spread SD,SD($\delta_0$),SD($\delta_1$),SD($\delta_2$),num_conv
CFR-BLMN,2.0,1.0,2.0,-5004.0246617240855,1.5050601976252527,-8.83377801979873,-3.457869901436683,0.12158703967472273,0.4176331970670234,0.9330775773845217,0.13462196480016844,9
CFR-NRG,2.0,1.0,1.0,-4999.57889811437,-0.0437429488846971,-6.143700804050789,0.0,0.11058578611828908,0.9760578474807307,2.148415709422421,inf,10
CFR-ZGNX,1.0,2.0,2.0,-5265.168792348884,1.2807330714044065,-9.682917830409092,-1.8029900722465662,0.12181999174343007,1.8964003154240359,15.96494161903576,21.58296915162762,6
CFR-SBRA,1.0,2.0,2.0,-4821.895329846831,0.5678586061192901,-9.489192204302414,1.4195646154100174,0.11876332689687034,0.002705738063232641,0.0033673479032860013,0.008670334493626253,10
CFR-FLS,1.0,2.0,1.0,-5110.325550023536,0.08216172122139663,-7.4055804696400775,0.0,0.10001022990280795,0.6411933251384757,0.19738269641943573,inf,5
HLF-FLO,2.0,1.0,1.0,-3793.549591787925,-1.498076822458346,1.375275275303368,0.0,0.32164956792072463,0.0505581241218978,0.010093510218905212,inf,10
HLF-MOS,2.0,1.0,1.0,-3429.5353644373768,-1.4968298526162997,0.5565369162900642,0.0,0.3072574390647768,0.374455327696963,0.10132148851721827,inf,10
MATX-STFC,2.0,1.0,2.0,-3383.735986378643,-0.38084125990456685,2.564458971036001,-3.195454135588005,0.23624407998981461,0.4219983946945208,0.18137848743418297,0.15087240498608964,8
MATX-PII,1.0,1.0,1.0,-4846.937077405582,-3.56027760625169,5.130382549693912,0.0,0.3237850286050551,2.666009321256143,1.8489344003364223,inf,6
MATX-MOH,2.0,2.0,2.0,-4302.276905881146,-2.168862393854828,11.029862645465109,-4.578426372269874,0.15787118727739716,0.006173382475591888,0.005053763277678436,0.004226160285699786,9
MATX-SHOO,2.0,1.0,2.0,-4432.580401560634,2.7663045173706022,-9.218471884894804,6.622643609756895,0.30032808643017894,0.00522586954916689,0.004343444061582675,0.002045976131755684,10
MATX-HOG,2.0,1.0,1.0,-4002.001584834106,-0.8107793298384145,2.4887729338812283,0.0,0.31559905798746357,0.6049879031229041,0.33647709954156724,inf,4
MATX-AVA,2.0,1.0,1.0,-4545.510501228671,3.3298360507342846,-3.661304549010743,0.0,0.22960510209023227,0.4346554397696798,0.10893118371413713,inf,2
MATX-SWX,1.0,2.0,1.0,-4385.737815876983,2.6434706002083144,-1.210745992647821,0.0,0.24553251946543572,0.004119924583402456,0.001959391127130759,inf,10
MATX-HOPE,2.0,2.0,2.0,-4509.460881434387,2.922590762471258,22.36483535826831,-25.132810230631076,0.30071605249781025,0.04146873725400609,1.1670240675499133,1.0715729526083426,4
MATX-BLMN,2.0,1.0,1.0,-4306.4555108672,0.3115298890312161,3.0297939606018787,0.0,0.3317580157791755,0.5367154423632594,1.5892651012653654,inf,2
MATX-ZGNX,2.0,2.0,1.0,-4282.730307047986,-0.36921678901863775,2.604613623460237,0.0,0.31996745667150744,2.6970078419197434,1.2804750543002263,inf,2
MATX-UNFI,2.0,2.0,2.0,-4447.216028075023,-2.773846772348141,-1.1573391181030057,5.262983725896364,0.3304524876903431,0.003696771521161656,0.0012029249870267882,0.0016907117993328468,10
MATX-GRPN,1.0,1.0,1.0,-4138.519074317247,0.8155621364492642,5.453781824349189,0.0,0.2813020136579306,0.2612597614596708,0.05903251502814225,inf,10
STFC-SYNA,1.0,1.0,2.0,-3713.9018722386554,0.23367654292487622,-3.2405823939987193,4.518980265776654,0.09830697451885191,0.27570685741719375,0.7653586905028615,0.9245070425303201,2
STFC-NNI,2.0,2.0,2.0,-4675.275472872149,0.4210972124822696,-8.437911388983284,9.746145544962836,0.15274584750405154,0.5096085547022361,0.963487612447456,0.9171525339170162,3
STFC-KFY,2.0,1.0,2.0,-4053.015467433116,-0.011587073948003228,1.5432908403618084,4.41341233454272,0.07707207364265393,0.0,0.0,0.0,1
STFC-HI,1.0,2.0,1.0,-4328.582164329356,-0.34833211412267173,-0.512012043265557,0.0,0.13221455313060537,0.4872659068962335,0.38391684602688414,inf,7
STFC-WMK,2.0,2.0,1.0,-4326.597977087697,-1.0742800513255695,1.4206680708430728,0.0,0.1689605441365591,0.8724739022562221,0.09757660786311566,inf,6
PII-SWBI,2.0,2.0,1.0,-4410.269035910531,-0.5176142847972983,4.192906364742327,0.0,0.26426610874531087,0.5229480567607518,0.1845196599722265,inf,9
PII-HMN,2.0,1.0,2.0,-4556.928033779714,1.3450058120219148,-3.16197103817331,3.576679188392423,0.20083365039334194,0.03281723506478041,0.033247096245345845,0.0634088820962717,10
PII-MOH,1.0,2.0,1.0,-4618.930337806435,0.4041971608820316,4.773665465355894,0.0,0.24377647704984556,1.0127085261212396,0.6753032064367671,inf,9
PII-HSC,2.0,1.0,1.0,-4250.693441189102,-1.5648275037417878,6.671633787958892,0.0,0.2698245380559271,0.5723533671710899,0.4127921581480089,inf,9
PII-HRI,1.0,2.0,1.0,-4312.77583793257,1.2607483429245512,-5.110238900238421,0.0,0.2639225054202495,0.15067922700677444,0.10964486032609913,inf,9
PII-TG,1.0,2.0,2.0,-4200.717936401761,-0.3827999820344892,8.024247259540617,-2.2593410215452256,0.260660064694769,0.6932325910382565,2.4215113953426393,2.5347270008764755,10
PII-EBIX,2.0,2.0,1.0,-4419.030450342461,-0.6419010602779407,5.769555328390059,0.0,0.26734462207067233,0.40807986503271043,0.23212452009585766,inf,10
PII-PAG,2.0,1.0,1.0,-4530.015843805658,1.3113638610208311,-1.777771897504991,0.0,0.16396730044578395,0.8098306551874601,1.3383194178096698,inf,9
PII-CVBF,2.0,1.0,1.0,-4747.007173439231,1.486300133388038,-0.33973156750844463,0.0,0.20329534610054575,0.6510248625423992,0.0817390141389134,inf,10
PII-ESE,2.0,2.0,1.0,-4327.014081126342,-1.6245531072027393,6.105792766083496,0.0,0.269888322654073,0.5822558652839547,0.38350462355764614,inf,6
PII-AVA,2.0,1.0,2.0,-4317.62526650057,0.10263817876875826,4.477845048645182,-0.2897249252303469,0.22000289112255528,0.19564690901572188,0.5748655117493839,0.4874367489512946,9
PII-SYNA,1.0,2.0,1.0,-4419.002545312977,1.6864185625740546,1.7889712261409563,0.0,0.2094929918906127,0.5702308393353162,0.4649094444144939,inf,8
PII-EPR,1.0,2.0,2.0,-4176.474689182829,-0.12394968604605851,7.467407457807636,-2.397170685801227,0.22702619909026067,0.17718928565434397,0.6440307296485678,0.4779633147329338,10
PII-SWX,2.0,1.0,2.0,-4103.2548272701815,1.4025749705607453,-8.366213359014367,11.02851104583416,0.20913041900453994,1.1472604494301024,4.098495261728734,4.229316756271853,7
PII-CSGS,2.0,1.0,1.0,-4617.642916574617,-0.11908332504397096,2.3360564213985873,0.0,0.23518741853359976,0.9279042033519511,1.9726667734934624,inf,10
PII-KFY,1.0,2.0,2.0,-4700.754958825188,2.0036865480086097,-10.180236759438003,12.159050871089033,0.2122159567636785,0.00047109939941773136,0.007047950821091568,0.007494243318639489,8
PII-GBCI,1.0,2.0,2.0,-4568.291754563333,2.1638506813706875,-6.501542828292715,4.460652218270681,0.17915989189769926,0.7824628649843627,2.1639974588734017,2.0658413059356575,9
PII-HI,1.0,1.0,2.0,-4160.88620779959,-2.185531964473742,23.80992216722683,-20.24709651056275,0.15641788695470943,0.07778931663933529,0.5857233319128674,0.35059155027756145,10
PII-THG,1.0,2.0,1.0,-4546.8938000446215,0.45909084128929284,4.966573236557361,0.0,0.2296368082796286,0.5829175074606265,0.4243572889321941,inf,10
PII-X,1.0,2.0,2.0,-4209.464238043573,0.6115196154605987,-1.3943978960810204,-2.249472474836028,0.2169262640688421,0.45034349543681856,2.4550829845272157,1.963284560035549,9
PII-LZB,2.0,1.0,2.0,-4515.33162830097,1.4648429277799633,11.819649661694294,-8.873126022555244,0.20775489033041572,0.039866401559984214,0.16722603877610764,0.1310518478914984,10
PII-WTM,2.0,2.0,1.0,-4374.239396135219,-0.820739134268173,6.135337591620937,0.0,0.261127619406577,0.44621744823654397,0.43564297102962035,inf,9
PII-MTZ,1.0,2.0,1.0,-4271.318786706651,-0.6241154854049404,6.226578049004441,0.0,0.2665430044724397,0.4366425077017788,0.05872624667188538,inf,10
PII-HOPE,1.0,2.0,2.0,-4659.245302348223,1.5725911609524614,-11.85202850826584,13.417968812779696,0.25688774861132146,0.0010098119269317967,0.0061023308381886465,0.006011674896081557,10
PII-FCF,2.0,2.0,1.0,-4277.720196095385,1.1920011263664687,-0.40118740198729586,0.0,0.1995731703692748,0.7549102006248688,0.5646077689112036,inf,8
PII-CRI,1.0,2.0,2.0,-4584.295531382119,0.23647035073377443,-5.845086351845288,10.847754571996141,0.22350859317828725,0.2406495664730217,0.12200701587567298,0.06486421614250291,10
PII-ATO,1.0,1.0,2.0,-4272.325835755708,-0.14768038270843198,7.068157829586212,-1.7204656713770419,0.23844954093759443,0.21649714387357405,0.0149483338317225,0.12416495030082741,10
PII-ISBC,2.0,1.0,1.0,-4583.02194392392,0.06135234882469992,3.1007753400007303,0.0,0.21075267927682878,0.4533098538974004,0.3581624905652651,inf,10
PII-AEL,1.0,1.0,2.0,-4375.17230353128,1.4943871395653807,-4.568511434545468,2.6040341020186624,0.1527523723455025,0.16025969307641458,0.2669255929115447,0.3240739137725455,8
PII-AZZ,1.0,2.0,1.0,-4376.193990532679,-1.0946335556233184,6.4403305327590115,0.0,0.26606526811922915,0.30938196108110083,0.3874465416596787,inf,10
PII-ABM,1.0,2.0,1.0,-4586.989632872355,1.7285116124461786,0.49452454798864115,0.0,0.19657056216054306,1.2508788329406964,2.595784235019722,inf,8
PII-MOS,1.0,2.0,2.0,-4068.0378524158746,-0.3458241520467904,5.002245872297969,-0.7354451127853985,0.2553286682019007,0.4580785752286677,0.23812404235410625,0.41360985152837787,10
PII-BXS,2.0,2.0,1.0,-4784.02935982432,1.964099942475421,0.5305729264424598,0.0,0.20567396594769222,0.8686892314535916,0.5635735853629619,inf,9
PII-WBS,2.0,2.0,1.0,-4605.674478063128,1.1831153897245947,2.7503894592959073,0.0,0.22479589446985782,0.33658550888310246,1.3126800786943276,inf,9
PII-PCH,1.0,2.0,1.0,-4365.483265546045,-0.011547372349364149,5.708491579490188,0.0,0.26933560930436623,0.4124068205182762,0.1675307426779902,inf,10
PII-NWE,2.0,2.0,2.0,-4263.848900375315,0.16193725493026237,10.35938511926917,-7.060592214444667,0.21448974409767246,0.24559585676018325,0.10881848793785018,0.12215307137400976,9
PII-UGI,2.0,1.0,1.0,-4510.767280686427,1.1391843674054836,1.7036598981156197,0.0,0.19599760959582435,1.30952755617523,2.2194719685419817,inf,8
PII-BC,2.0,1.0,2.0,-4541.257406643459,1.6689988673370533,4.6096200038249,-4.708862713716005,0.19827169879090928,0.013263229083902381,0.058095719421805185,0.0898371555078068,9
PII-RPT,2.0,1.0,2.0,-4073.9726820971614,-1.1263292804764005,-4.739791280397728,5.568969730758746,0.21576382967508473,1.3922659973206941,2.367294374979725,5.59065928336341,2
SWBI-HMN,2.0,1.0,2.0,-4210.952498062175,-3.0176836606855737,15.648672454731503,-14.102938587127092,0.24710409803039293,0.0007111592896902377,0.005116089841516842,0.004942119079386925,10
SWBI-MOH,1.0,1.0,2.0,-4293.980760791156,-3.144019777424436,15.315106806627075,-14.040939979360886,0.2700875001440401,0.006581668366428484,0.015634748269624514,0.014880849808745319,8
SWBI-SHOO,2.0,2.0,2.0,-3938.767037911918,-2.582474348335267,1.4720833461188316,0.1575994691268804,0.32533558698054077,0.001001591930210997,0.004219900552020999,0.004205698481101192,10
SWBI-ESE,1.0,1.0,2.0,-4308.506556622214,-2.6702415079632478,11.616858201108474,-10.40025040018979,0.36065462150210814,0.0008421287090351273,0.006757102806533241,0.006863540901351429,10
SWBI-SYNA,1.0,1.0,1.0,-4167.66341676177,-3.0694583085486444,3.416174466119205,0.0,0.2753338965456969,0.01605676618967028,0.004159851059457903,inf,10
SWBI-HNI,1.0,1.0,2.0,-4349.2943342680255,-2.9715702522142475,13.537201650871749,-11.785953127460033,0.3353114332602373,0.0030505571872336272,0.009720060037534032,0.008648104179787048,10
SWBI-WIRE,2.0,1.0,2.0,-4324.436495016601,-3.3427408110718777,4.941308901059435,-2.249868933838651,0.3479746141012977,0.0005628274140445799,0.0022581642037243425,0.0020687040519782422,10
SWBI-SANM,2.0,1.0,1.0,-4230.979706351219,-2.5391911171699735,2.485023554466935,0.0,0.32344298038576286,0.0994927461020583,0.025412343375739378,inf,9
SWBI-CRI,1.0,2.0,1.0,-4197.27174024191,-2.749519933498902,2.3567294348637486,0.0,0.2809319160281284,0.9598412862467487,0.33488044339080597,inf,9
SWBI-FLO,1.0,1.0,1.0,-3911.345966492505,-2.9269391531842888,1.3447312680524868,0.0,0.28568371480773813,0.026882014261443557,0.008478230694538439,inf,8
SWBI-ABM,1.0,1.0,2.0,-4302.493786768896,-3.981310667414102,14.23793652988786,-10.840279967920665,0.2720239823149648,0.0019959337049372562,0.005733196357159252,0.004674037143130635,9
SWBI-PLXS,1.0,1.0,1.0,-4258.630590898487,2.668738635976932,-3.022321631013799,0.0,0.3166605398606963,0.15285428932991163,0.05952683749627244,inf,10
SWBI-WBS,2.0,1.0,1.0,-4213.801815511971,-2.966217877699754,3.6301368440539807,0.0,0.22105932600701247,2.0321399204089197,0.5036940280475701,inf,9
SWBI-BC,2.0,1.0,2.0,-4198.928721322567,-3.168267086448875,15.261293389613261,-13.032117487741688,0.28473652063835814,0.0009151606644407105,0.005560087658871058,0.0055209341394173925,10
LPLA-CLR,1.0,1.0,1.0,-4728.3697951290405,0.29053838007868604,-2.678986583340429,0.0,0.1900005739959129,0.25066837775673356,0.15945241213179012,inf,5
LPLA-UNFI,2.0,2.0,1.0,-4605.022979111487,-1.1318497612597738,-2.01487628735443,0.0,0.19030265390583645,0.17484823724568857,0.06749869757157594,inf,10
LPLA-AEL,2.0,1.0,1.0,-4734.837447710402,0.533716055311001,-1.751684649170922,0.0,0.15213043333739273,0.6199482778249839,0.686389293305977,inf,7
LPLA-SBRA,1.0,1.0,2.0,-4261.021110913779,-0.46093978224481025,-9.400573019097003,9.768774694238665,0.1985137793206231,0.46829486210113813,2.63464489433818,2.0445288546799896,10
LPLA-FLS,1.0,1.0,1.0,-4747.355204181113,-0.716875898568293,-2.046706913905041,0.0,0.1747173960471126,0.6388128338254002,0.29436351710072783,inf,9
UVV-FLO,2.0,2.0,2.0,-5473.852447212646,2.2855642515149537,-36.04785040742918,49.04999414931772,0.09018464449583229,0.000981534954750174,0.002394288308469328,0.002438534879097176,2
HMN-CLR,1.0,2.0,1.0,-4948.033942135262,2.297678080286228,-4.092118052002956,0.0,0.24634456461995752,0.0032598283739453393,0.00021259922474792248,inf,2
HMN-EPR,1.0,1.0,1.0,-4691.443366498761,-1.6745847610039604,1.4600891097544588,0.0,0.14941535278419568,0.8838063164453809,0.6598425873646291,inf,7
HMN-HNI,2.0,1.0,2.0,-4955.142997017477,-2.8508817599454295,-14.940833661242493,18.37395810067413,0.1383468982226644,0.021575396988705586,0.031658972565980825,0.06296356399034764,2
HMN-KFY,1.0,1.0,1.0,-5264.645042272051,0.041145940180113506,-3.582892965345013,0.0,0.09582912399016152,0.5765516499795105,0.37354074667842213,inf,6
HMN-NYT,2.0,1.0,2.0,-4817.005096528474,-3.5337636401581687,46.004963531203444,-42.75579281306899,0.1953576057167513,0.0002824245320543663,0.00475975071461657,0.0049224111537478485,10
HMN-WIRE,1.0,1.0,1.0,-4712.723958871071,-0.2036952732964499,0.9111949692055945,0.0,0.24400963016037142,1.0497022147198232,1.1451404551689162,inf,5
HMN-HI,2.0,1.0,2.0,-4809.66055720979,-2.6069484511429843,-8.222911895642852,10.738848555385376,0.17573403600068319,0.0043966413083854315,0.009379011430596683,0.015163247448154055,10
HMN-THG,1.0,2.0,2.0,-4633.842845944241,-0.9144098701812245,5.989188584573195,-3.0584462355777187,0.08528284926274862,0.14589498552116154,0.08297239554383469,0.1488840084824541,10
HMN-ISBC,1.0,2.0,1.0,-4695.3176768049,-0.712769077394224,-0.3892588261284914,0.0,0.07190496489605348,0.9678733093907906,2.022273319218929,inf,8
HMN-UNFI,2.0,1.0,2.0,-5160.13450015541,-0.5165565375819849,11.851833797517859,-10.228860204529777,0.24567754659013374,0.0613097755571741,0.008547255262898665,0.03305125486077505,10
HMN-AEL,2.0,2.0,1.0,-4841.175451799004,-1.4287969994504586,1.943620262893481,0.0,0.10129482063399406,0.22096207817559352,0.09203004492209453,inf,8
HMN-SBRA,2.0,2.0,2.0,-4854.11010790702,-2.432692385852169,34.41804159611044,-33.51516986624857,0.2399836010580946,1.1499434932789179,14.40033596849357,13.743088077672711,7
HMN-PLXS,1.0,1.0,2.0,-4979.513469318656,,,,0.1586528576008618,,,,0
MOH-SHOO,1.0,1.0,1.0,-3241.96180499973,-1.6748068605929827,1.2378060587137285,0.0,0.44896360107465144,0.656207132672629,0.19482151321203747,inf,10
MOH-HOG,1.0,1.0,2.0,-3858.349152349345,-5.27658697178213,-16.885709245403753,21.46908803642956,0.5516986431675711,0.0003897507742728124,0.0015867029017660257,0.0019145756913347021,10
MOH-ACCO,1.0,1.0,2.0,-3032.470797894088,-2.3055343042166365,0.46629825429038596,1.7215175719850793,0.49043757463478244,0.0368090188063858,0.07141149644935693,0.07108012583933906,9
MOH-ESE,2.0,1.0,2.0,-3501.822027079289,-2.919793909233753,-7.309958627554474,9.211520795975636,0.5111887506839639,0.0012766733600745243,0.005114068188644254,0.004810818667347977,10
MOH-AVA,1.0,1.0,2.0,-3581.366160546864,-2.7432550185748834,-6.800153174485605,10.400512021469753,0.35889215629996635,0.007935778049681473,0.04177311956423179,0.040086635325835694,10
MOH-SITC,1.0,1.0,2.0,-4098.319123218841,-5.592406594268157,-8.65683764993421,14.50960482836336,0.5572839876809308,0.003099913641608994,0.005610095639483221,0.007066133077821197,10
MOH-SWX,1.0,2.0,1.0,-3299.9945686217197,-1.034562085977412,2.222693642559846,0.0,0.3891878826934871,0.17021812730482136,0.01739904664418818,inf,10
MOH-HNI,2.0,2.0,2.0,-3463.6295056101626,-2.5308775842982634,-1.7091192956887533,5.429311865622464,0.290989851086344,0.26665181898808715,0.569625947088241,0.5630241235991867,10
MOH-NNI,1.0,2.0,1.0,-3959.522843179757,-4.190354733525121,4.843310294560822,0.0,0.5336637408015256,0.11981039589769311,0.06486833858944614,inf,9
MOH-CSGS,2.0,1.0,2.0,-3702.03459301924,-2.7127377537833324,-0.16152241929983552,2.2750567718703896,0.355365659552993,0.00012747633288033474,0.002480562298532316,0.002296545673024238,10
MOH-KFY,2.0,2.0,1.0,-3778.885730181989,2.4232509377503253,-1.4462833984602024,0.0,0.30618696371798887,0.1356913357431817,0.01527755873556988,inf,3
MOH-NYT,1.0,1.0,2.0,-3971.634344634368,-4.790859778858953,-10.688783902021477,15.73126604040767,0.5343361004501801,0.0004215141285993763,0.004519956191603502,0.004115236932641055,10
MOH-WIRE,1.0,1.0,2.0,-3852.2434495014168,-5.0175040212413755,-17.196921226337544,21.396077102169684,0.5500336922800649,0.0009856145840805041,0.005429773899683105,0.006005812255067225,10
MOH-GBCI,1.0,2.0,2.0,-3911.380026146261,-3.352064878500534,-10.10296610015418,12.331265543919573,0.46250672725117326,0.0012172768101393525,0.006583778269947653,0.006720710119920649,10
MOH-HI,1.0,1.0,1.0,-3827.182719322191,-3.1631141594981274,4.0458782130838715,0.0,0.4884839972902538,0.22118522096338253,0.0829056780743115,inf,9
MOH-AEO,1.0,1.0,1.0,-4085.120176857544,-3.900443144837216,3.927864374683945,0.0,0.5480644601501042,0.006198671635314168,0.004868509485601989,inf,10
MOH-LZB,1.0,2.0,1.0,-3773.061873163713,-1.4964445535309001,2.6198044674677923,0.0,0.44796513774470287,0.22414313726778629,0.010975634672698534,inf,10
MOH-KSS,2.0,2.0,2.0,-3856.069779125405,-4.756210322240085,-4.016064945462247,9.172179221617103,0.469182454252409,0.011632802135422568,0.041640421741093316,0.0039047260774480587,4
MOH-HOPE,1.0,2.0,2.0,-3923.845862183551,-2.9379662276820415,-8.139578163182119,9.796280210024726,0.5145918250793232,0.001575572011436944,0.006719693721761877,0.0073024935540748825,10
MOH-BLMN,1.0,1.0,2.0,-3971.494967703493,-5.155273574425405,-11.883932325815405,16.86070174625517,0.5574019067730812,0.0010692504901131093,0.005515113442577174,0.006295309070881888,10
MOH-PBI,1.0,2.0,2.0,-3847.162945135312,-3.5038554045896877,1.1927183055922668,3.126171229844358,0.5243041070490531,0.05417153098181939,0.10570605687197325,0.11255435548141897,10
MOH-SJI,2.0,1.0,1.0,-3378.2018345391634,-0.6428242886699349,0.9247342329347679,0.0,0.5345996277359903,0.8629916200445757,0.997770590061912,inf,6
MOH-ATO,1.0,2.0,1.0,-3669.186681872152,-2.612828154464524,4.112184532975727,0.0,0.308194671908815,0.015134769409391896,0.03736008454653915,inf,10
MOH-NRG,1.0,2.0,1.0,-3322.970960843238,-0.42561646228599864,-0.14325630974288925,0.0,0.48652003753331785,0.05531014380774423,0.034613291928077765,inf,9
MOH-ZGNX,1.0,2.0,2.0,-3690.947787608494,-3.00212645297089,-7.316447039145086,10.170258834823363,0.5430456217724318,0.002043415748093325,0.0059585851985292215,0.007053895795903034,10
MOH-UNFI,1.0,1.0,2.0,-3905.771128684161,-5.338567579423005,-12.215029045075726,17.41203167070191,0.5552033860638598,0.0009379015762450548,0.004465268212418803,0.005232559200110621,10
MOH-AEL,1.0,1.0,1.0,-3718.5172960961486,-2.3251436068534743,3.3454845887444242,0.0,0.3891633060219146,0.14644285241246402,0.0744650338722086,inf,10
MOH-SBRA,1.0,1.0,1.0,-4005.494621727503,-5.858640094746205,6.422784755076211,0.0,0.5337391667889955,0.04613590731482387,0.0707694675858569,inf,8
MOH-WMK,2.0,1.0,2.0,-4084.781058479808,-5.677592823257103,-9.027246014157983,15.056335339671353,0.5575831902505015,0.015941723515960817,0.11506903871753359,0.11599528757003076,9
MOH-MOS,1.0,1.0,1.0,-2914.2649763560703,-1.046544931786026,1.2537285378174108,0.0,0.4740091911061919,1.094814700603967,0.5606515050276772,inf,7
MOH-PLXS,2.0,1.0,1.0,-4000.5589425577127,-3.486643482081374,3.4087478468608765,0.0,0.49486789450324814,0.11695243704572263,0.04535275779538985,inf,10
MOH-BXS,1.0,2.0,2.0,-3631.3781836471735,-2.564816294458047,-1.8590132139448767,3.4426662670610755,0.4315777599204643,0.0018349382127677305,0.00623144768253445,0.006702975449834921,10
MOH-AWI,1.0,1.0,2.0,-4069.738305903503,-5.487742809281718,-7.513721902076147,13.368559086969956,0.5572246528138459,0.001290429156908735,0.00438551613200652,0.005603063550887377,10
MOH-NWE,1.0,1.0,1.0,-3599.771022651194,-1.91675837387302,2.3564711849546613,0.0,0.31151718083792823,0.16982443732551328,0.11656817843453754,inf,10
MOH-UGI,2.0,1.0,1.0,-3652.5573922397434,-2.3201519256427847,3.670926407474508,0.0,0.33398275221445894,0.1931706135976302,0.30426707967669486,inf,8
MOH-SAH,2.0,1.0,2.0,-4028.9904642171928,-4.946735772123246,-8.998245116707444,13.790428740656965,0.5531220418100554,0.0006500729422457313,0.0060146722740350165,0.0059448054459071585,10
SHOO-HOPE,1.0,2.0,1.0,-4983.817482556344,1.7938656780028894,-0.728268058448346,0.0,0.11129160021615016,0.3843648041671531,1.0993855366038459,inf,10
SHOO-FCF,1.0,1.0,1.0,-5216.880753449978,2.2047575514796254,0.674366544028822,0.0,0.10109314972402277,0.2813408988983131,0.08139398617841792,inf,3
SHOO-BXS,2.0,1.0,1.0,-4965.961627053238,1.729173014984859,-0.9127308471289102,0.0,0.09267206081982463,0.4663029423356738,0.15699296285778327,inf,4
SHOO-WBS,2.0,2.0,2.0,-5226.865636784776,2.384779544336098,18.67012227149567,-22.80118162057724,0.09295322116176387,0.029740326079289916,0.11217035372866485,0.06521876551712771,8
HSC-TG,2.0,1.0,1.0,-4735.757343145498,-0.3343928092580162,-4.6862822484558695,0.0,0.1483296290214,0.40466819891892647,0.40010897264884787,inf,10
HSC-SITC,2.0,2.0,1.0,-5330.295155362436,-0.13049171919856703,-0.13061904632076077,0.0,0.21994968301646792,1.4740835547395383,2.0618102576304222,inf,10
HSC-HNI,2.0,1.0,1.0,-4257.616796028185,-0.46653286022954243,-2.6832036194076716,0.0,0.17187858359433017,1.4043747898135803,2.063890791318526,inf,9
HSC-NNI,1.0,2.0,2.0,-4936.754111161047,-0.9651433171105654,-15.51530366527841,10.910633164178797,0.21955453519972187,1.0730733055622301,4.051133645509044,5.141567076637132,9
HSC-NYT,1.0,2.0,2.0,-4970.612295779078,-1.1410019092295098,-9.873180316231979,5.612442067826655,0.21995588098266028,0.48760015180754523,0.5471573680109891,0.8927838044133187,9
HSC-HI,1.0,1.0,1.0,-4867.264094741874,-1.1340966600765134,0.39174301309985393,0.0,0.2133376319021943,1.6839575945686618,2.47953872505363,inf,6
HSC-MTZ,1.0,1.0,1.0,-5233.691907023464,,,0.0,0.1258349022666095,,,inf,0
HSC-KSS,1.0,1.0,2.0,-5035.103278106612,0.538865042669185,-3.5809260677029897,4.780756908644294,0.214831353535132,1.2739600775381,6.6824421969170995,5.8343402365314585,10
HSC-PBI,2.0,2.0,2.0,-5053.22161083068,-1.1730141525121702,-12.982080435161482,8.803718761519274,0.21986179178938445,1.5598261200160295,6.63519268609961,4.8076382577315995,10
HSC-SJI,1.0,2.0,1.0,-4673.067317600831,-0.8512426307567893,2.009229265305897,0.0,0.198712568609815,1.6015102762010245,1.516184261810754,inf,8
HSC-ZGNX,1.0,2.0,2.0,-5266.905682293834,-1.1338954442853741,8.663309585978507,-13.842851206634338,0.211701786779834,0.0008332436042389735,0.005928785010363824,0.00587012321618613,10
HSC-UNFI,2.0,1.0,2.0,-5224.125729626618,-2.577856490376933,-34.4002465422774,33.397617848540406,0.20482522505177203,0.002745262747286253,0.33498303644757943,0.20957646268698776,9
HSC-SBRA,1.0,2.0,2.0,-5131.295189284385,-1.0287593579998777,-11.908584249777293,7.092948214457373,0.21990829834771655,0.3471802377601264,0.6335674847437436,0.6841842715292386,10
HSC-WMK,1.0,2.0,2.0,-5122.199953426739,-0.5573776256173082,-4.16680710280268,3.1479278779464774,0.21764284500087064,1.35691703383779,14.284823902438509,10.732851490753404,10
HSC-PLXS,1.0,2.0,1.0,-5232.749316844916,-1.2410521182458494,-1.0154869621286484,0.0,0.21930240650379768,1.403641727433491,1.4538497061885627,inf,10
HSC-PWR,1.0,1.0,2.0,-5358.774576855471,-3.4941360701808812,-28.804473756425672,27.54586654256385,0.16077085404421232,0.0005451415497785937,0.004494954208489377,0.004007742719325336,10
HSC-AWI,2.0,1.0,1.0,-4946.948309977157,-0.17642668943458673,2.5560680616695484,0.0,0.21013987941176765,2.6670349689332147,6.385173462443355,inf,8
HSC-SAH,1.0,2.0,1.0,-5163.766258840589,-1.9491897635858721,-0.7620048049888003,0.0,0.2189464665870042,1.442728626953644,2.09908322927165,inf,10
CLR-TG,2.0,2.0,1.0,-3947.302587174324,4.499180897986098,-0.5535606180099168,0.0,0.33538668945214345,1.8435237192708358,0.2607989028110515,inf,10
CLR-EBIX,1.0,2.0,1.0,-4048.144166958616,3.440605736783339,0.41311053765097305,0.0,0.2877951414410898,0.007680476601220096,0.005940758760501984,inf,6
CLR-AVA,1.0,2.0,2.0,-3952.649784058383,-3.3451926288886678,-10.132562699269123,12.667784542195665,0.34667155421764567,0.5219681624689716,0.8248856523728497,0.8879204910242827,10
CLR-SYNA,2.0,2.0,1.0,-4258.9852592863335,-3.547985352903912,2.7750285311279055,0.0,0.34882405476118694,1.5414446943534952,0.06012284431704492,inf,10
